product,brand,price,oz_per_can,num_cans,price_per_oz,ingredients
American Journey Pate Chicken Recipe Grain-Free Canned Cat Food,American Journey,$22.99,3.0,24.0,0.3193055555555555,"['Chicken', ' Chicken Broth', ' Chicken Liver', ' Natural Flavor', ' Flaxseed', ' Guar Gum', ' Taurine', ' Potassium Chloride', ' Cassia Gum', ' Xanthan Gum', ' Cranberries', ' Blueberries', ' Salt', ' Choline Chloride', ' Fish Oil (Preserved with Mixed Tocopherols)', ' Inulin', ' Iron Proteinate', ' Zinc Proteinate', ' Thiamine Mononitrate', ' Sunflower Oil', ' Vitamin E Supplement', ' Copper Proteinate', ' Manganese Proteinate', ' Sodium Selenite', ' Niacin Supplement', ' d-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid', ' Rosemary Extract.']"
Purina Pro Plan Savor Adult Salmon & Cheese Entree in Sauce Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Salmon', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Vegetable Starch-Modified', ' Cheese', ' Artificial and Natural Flavors', ' Salt', ' Sodium Caseinate', ' Vegetable Oil', ' Soy Protein Concentrate', ' Tricalcium Phosphate', ' Corn Starch', ' Minerals [Potassium Chloride', ' Zinc Sulfate', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Potassium Iodide]', ' Added Color', ' Dried Whey', ' Taurine', ' Choline Chloride', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]', ' Sorbic Acid (a Preservative). D-4694.']"
Fancy Feast Medleys Tastemakers Tuna & Shrimp Recipe Canned Cat Food,Fancy Feast,$18.59,3.0,24.0,0.25819444444444445,"['Fish Broth', ' Tuna', ' Wheat gluten', ' Chicken', ' Liver', ' Wild rice', ' Meat By-Products', ' Corn Starch-Modified', ' Shrimp', ' Artificial and Natural Flavors', ' Corn oil', ' Tricalcium Phosphate', ' Salt', ' Added Color', ' Soy Protein Concentrate', ' Potassium Chloride', ' Choline Chloride', ' Taurine', ' Magnesium Sulfate', ' Thiamine Mononitrate', ' Red 3', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Copper Sulfate', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Manganese Sulfate', ' pyridoxine hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. C-6750.']"
Purina Pro Plan Savor Adult Turkey & Cheese Entree in Gravy Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Turkey', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Corn Starch-Modified', ' Cheese', ' Artificial and Natural Flavors', ' Salt', ' Calcium Phosphate', ' Sodium Caseinate', ' Soy Protein Concentrate', ' Soybean Oil', ' Potassium Chloride', ' Spice and Coloring', ' Dried Whey', ' Taurine', ' Sodium Tripolyphosphate', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Sorbic Acid (a Preservative)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Nutro Adult Sliced Chicken & Tuna Entrée in Savory Sauce Grain-Free Canned Cat Food,Nutro,$25.68,3.0,24.0,0.3566666666666667,"['Chicken Broth', ' Chicken', ' Chicken Liver', ' Tuna', ' Egg Product', ' Pork Broth', ' Natural Flavors', ' Minerals (Calcium Carbonate', ' Ferrous Sulfate', ' Zinc Oxide', ' Copper Proteinate', ' Manganese Sulfate', ' Sodium Selenite', ' Potassium Iodide)', ' Guar Gum', ' Tetra Potassium Pyrophosphate', ' Vitamins (Choline Chloride', ' Thiamine Mononitrate [Vitamin B1]', ' Vitamin E Supplement', ' Niacin', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride [Vitamin B6]', ' Vitamin A Supplement', ' Vitamin D3 Supplement', ' Biotin', ' Vitamin B12 Supplement', ' Folic Acid)', ' Xanthan Gum', ' Taurine.']"
Wellness Natural Grain-Free Gravies Salmon Entree Canned Cat Food,Wellness,$14.76,3.3,12.0,0.3727272727272728,"['Salmon Broth', ' Turkey', ' Salmon', ' Turkey Liver', ' Dried Egg Whites', ' Dried Ground Peas', ' Natural Flavor', ' Carrots', ' Guar Gum', ' Sodium Phosphate', ' Ground Flaxseed', ' Salt', ' Potassium Chloride', ' Calcium Carbonate', ' Taurine', ' Choline Chloride', ' Cranberries', ' Minerals (Iron Amino Acid Chelate', ' Zinc Amino Acid Chelate', ' Copper Amino Acid Chelate', ' Manganese Amino Acid Chelate', ' Sodium Selenite', ' Potassium Iodide)', ' Vitamins (Thiamine Mononitrate', ' Vitamin E Supplement', ' Niacin', ' d-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid).']"
Wellness Minced Turkey Entree Grain-Free Canned Cat Food,Wellness,$45.36,5.5,24.0,0.34363636363636363,"['Turkey', ' Turkey Broth', ' Water Sufficient For Processing', ' Dried Ground Peas', ' Dried Egg Whites', ' Tomatoes', ' Carrots', ' Natural Flavor', ' Dried Egg Product', ' Guar Gum', ' Sodium Phosphate', ' Ground Flaxseed', ' Salt', ' Potassium Chloride', ' Choline Chloride', ' Cranberries', ' Minerals (Iron Amino Acid Chelate', ' Zinc Amino Acid Chelate', ' Copper Amino Acid Chelate', ' Manganese Amino Acid Chelate', ' Sodium Selenite', ' Potassium Iodide)', ' Vitamins (Thiamine Mononitrate', ' Vitamin E Supplement', ' Niacin', ' d-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid)', ' Taurine.']"
Hill's Science Diet Adult Tender Ocean Fish Dinner Canned Cat Food,Hill's Science Diet,$30.00,5.5,24.0,0.22727272727272727,"['Water', ' Tuna', ' Chicken', ' Liver', ' Wheat Flour', ' Dextrose', ' Oat Fiber', ' Modified Rice Starch', ' Wheat Gluten', ' Pork Plasma', ' Soybean Oil', ' Glycine', ' Titanium Dioxide (Color)', ' Natural Flavor', ' Fish Oil', ' Choline Chloride', ' Calcium Carbonate', ' Potassium Chloride', ' Cysteine', ' Iron Oxide (Color)', ' Guar Gum', ' Calcium Chloride', ' Dicalcium Phosphate', ' Taurine', ' Vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Ascorbic Acid (Source of Vitamin C)', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K))', ' Iodized Salt', ' Minerals (Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Calcium Iodate)', ' Dl-Methionine', ' Caramel (Color)', ' Beta-Carotene.']"
Fancy Feast Sliced Chicken Feast in Gravy Canned Cat Food,Fancy Feast,$13.83,3.0,24.0,0.19208333333333333,"['Poultry Broth', ' Chicken', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Turkey', ' Corn Starch-Modified', ' Soy Flour', ' Soy Protein Concentrate', ' Artificial and Natural Flavors', ' Salt', ' Tricalcium Phosphate', ' Minerals [Potassium Chloride', ' Zinc Sulfate', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Potassium Iodide]', ' Added Color', ' Taurine', ' Choline Chloride', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement].']"
Friskies Gravy Sensations Seafood Favorites Cat Food Pouches,Friskies,$6.12,3.0,12.0,0.17,"['With Salmon & Gravy: Water Sufficient For Processing', ' Liver', ' Turkey', ' Wheat Gluten', ' Meat By-Products', ' Salmon', ' Corn Starch-Modified', ' Artificial And Natural Flavors', ' Soy Flour', ' Soy Protein Concentrate', ' Tricalcium Phosphate', ' Added Color', ' Potassium Chloride', ' Taurine', ' Salt', ' Choline Chloride', ' Red 3', ' Zinc Sulfate', ' Thiamine Mononitrate', ' Ferrous Sulfate', ' Vitamin E Supplement', ' Niacin', ' Manganese Sulfate', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Copper Sulfate', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Ziwi Peak Lamb Recipe Canned Cat Food,Ziwi,$44.52,6.5,12.0,0.5707692307692308,"['Old Formulation: Lamb', ' Lamb Broth', ' Lamb Liver', ' Lamb Lung', ' Lamb Kidney', ' Chick Peas', ' Lamb Tripe', ' Lamb Heart', ' New Zealand Green Mussel', ' Lamb Bone', ' Dried Kelp', ' Minerals (Zinc Amino Acid Complex', ' Copper Amino Acid Complex', ' Manganese Amino Acid Complex)', ' Vitamins (Vitamin E Supplement', ' Vitamin B1 Supplement', ' Folic Acid', ' Vitamin D3 Supplement).']"
Ziwi Peak Mackerel & Lamb Recipe Canned Cat Food,Ziwi,$44.52,6.5,12.0,0.5707692307692308,"['Old Formulation: Mackerel', ' Lamb Broth', ' Lamb Lung*', ' Lamb', ' Lamb Liver*', ' Chick Peas', ' Lamb Tripe*', ' Lamb Heart*', ' Lamb Kidney*', ' New Zealand Green Mussel', ' Lamb Bone', ' Dried Kelp', ' Sea Salt', ' Minerals (Zinc Amino Acid Complex', ' Copper Amino Acid Complex', ' Selenium Yeast', ' Manganese Amino Acid Complex)', ' Vitamins (Vitamin E Supplement', ' Vitamin B1 Supplement', ' Vitamin B5 Supplement', ' Vitamin D3 Supplement', ' Folic Acid). *Depending on seasonal availability will be temporarily substituted with sheep.']"
Purina ONE Ocean Whitefish Recipe Pate Grain-free Canned Cat Food,Purina ONE,$20.52,3.0,24.0,0.285,"['Ocean Whitefish', ' Chicken', ' Liver', ' Fish Broth', ' Pork Lungs', ' Fish', ' Natural Flavors', ' Minerals (Potassium Chloride', ' Salt', ' Zinc Sulfate', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Potassium Iodide)', ' Guar Gum', ' Vitamins (Vitamin E', ' Vitamin B-1', '  Vitamin B-3', ' Vitamin B-5', ' Vitamin A', ' Vitamin K', ' Vitamin B-6', ' Vitamin B-2', ' Vitamin B-12', ' Vitamin B-7', ' Folic Acid', ' Vitamin D-3)', ' Taurine. D432218']"
Merrick Purrfect Bistro Grain-Free Salmon Pate Canned Cat Food,Merrick,$38.66,5.5,24.0,0.29287878787878785,"['Deboned Salmon', ' Chicken Broth', ' Chicken Liver', ' Beef', ' Dried Egg Product', ' Natural Flavor', ' Cranberries', ' Calcium Carbonate', ' Organic Alfalfa', ' Salt', ' Potassium Chloride', ' Carrageenan', ' Guar Gum', ' Sodium Phosphate', ' Salmon Oil', ' Minerals (Zinc Amino Acid Complex', ' Iron Amino Acid Complex', ' Manganese Amino Acid Complex', ' Copper Amino Acid Complex', ' Potassium Iodide', ' Cobalt Glucoheptonate', ' Sodium Selenite)', ' Vitamins (Vitamin E Supplement', ' Vitamin B12 Supplement', ' D-Calcium Pantothenate', ' Vitamin A Supplement', ' Niacin', ' Vitamin D3 Supplement', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Folic Acid', ' Biotin', ' Thiamine Mononitrate)', ' Taurine', ' Choline Chloride', ' Yucca Schidigera Extract.']"
Blue Buffalo Healthy Gourmet Grilled Salmon Entree in Gravy Canned Cat Food,Blue Buffalo,$16.63,3.0,24.0,0.23097222222222222,"['Salmon', ' Fish Broth', ' Water', ' Chicken Liver', ' Chicken', ' Dried Egg', ' Potato Starch', ' Natural Flavor', ' Guar Gum', ' Sodium Phosphate', ' Calcium Carbonate', ' Salt', ' Potassium Chloride', ' Flaxseed (Source of Omega 3 and 6 Fatty Acids)', ' Ground Brown Rice', ' Carrots', ' Sweet Potatoes', ' Cranberries', ' Taurine', ' Carrageenan', ' Choline Chloride', ' Iron Amino Acid Chelate', ' Zinc Amino Acid Chelate', ' Thiamine Mononitrate (Vitamin B1)', ' Vitamin E Supplement', ' Copper Amino Acid Chelate', ' Manganese Amino Acid Chelate', ' Sodium Selenite', ' Niacin Supplement (Vitamin B3)', ' Calcium Pantothenate (Vitamin B5)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement (Vitamin B2)', ' Vitamin A Supplement', ' Biotin (Vitamin B7)', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid (Vitamin B9).']"
Earthborn Holistic Chicken Fricatssee Grain-Free Natural Adult Canned Cat Food,Earthborn Holistic,$38.16,5.5,24.0,0.28909090909090907,"['Chicken Broth', ' Chicken', ' Potatoes', ' Sunflower Oil', ' Peas', ' Pumpkin', ' Carrots', ' Natural Flavors', ' Tricalcium Phosphate', ' Guar Gum', ' Potassium Chloride', ' Salt', ' Taurine', ' Choline Chloride', ' Magnesium Sulfate', ' Iron Proteinate', ' Zinc Proteinate', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin', ' Vitamin A Supplement', ' Manganese Proteinate', ' Copper Proteinate', ' Pyridoxine Hydrochloride', ' Sodium Selenite', ' Calcium Pantothenate', ' Riboflavin Supplement', ' Folic Acid', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement', ' Biotin', ' Potassium Iodide.']"
Royal Canin Hairball Care Thin Slices in Gravy Canned Cat Food,Royal Canin,$36.50,3.0,24.0,0.5069444444444444,"['Water Sufficient For Processing', ' Chicken By-Products', ' Pork By-Products', ' Chicken Liver', ' Pork Liver', ' Corn Flour', ' Powdered Cellulose', ' Modified Corn Starch', ' Pork Plasma', ' Natural Flavors', ' Carob Bean Gum', ' Sodium Tripolyphosphate', ' Tricalcium Phosphate', ' Calcium Carbonate', ' Potassium Chloride', ' Hydrolyzed Yeast', ' Sodium Silico Aluminate', ' Dl-Methionine', ' Taurine', ' Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E)', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement', ' Biotin', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement', ' Folic Acid', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement]', ' Cysteine', ' Glycine', ' Sodium Carbonate', ' Calcium Sulfate', ' Psyllium Seed Husk', ' Trace Minerals [Zinc Oxide', ' Zinc Proteinate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Calcium Iodate', ' Sodium Selenite].']"
Tiny Tiger Pate Beef Recipe Grain-Free Canned Cat Food,Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667,"['Beef', ' Meat Broth', ' Liver', ' Fish', ' Meat By-Products', ' Natural Flavor', ' Tricalcium Phosphate', ' Guar Gum', ' Potassium Chloride', ' Choline Chloride', ' Vitamins (Thiamine Mononitrate', ' Vitamin E Supplement', ' Niacin Supplement', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid)', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Copper Proteinate', ' Sodium Selenite', ' Manganese Sulfate', ' Potassium Iodide)', ' Taurine', ' Salt', ' Magnesium Sulfate', ' Added Color', ' Sodium Nitrite (To Promote Color Retention).']"
Purina Pro Plan Focus Adult Indoor Care Salmon & Rice Entree in Sauce Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Salmon', ' Wheat Gluten', ' Liver', ' Meat By-Products', ' Corn Bran', ' Chicken', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Rice', ' Soy Flour', ' Salt', ' Calcium Phosphate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Added Color', ' Niacin', ' Zinc Sulfate', ' Ferrous Sulfate', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Pyridoxine Hydrochloride', ' Copper Sulfate', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Manganese Sulfate', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Friskies Cat Concoctions with Chicken in Creamy Crabby Sauce Canned Cat Food,Friskies,$12.67,5.5,24.0,0.09598484848484848,"['Water Sufficient for Processing', ' Chicken', ' Liver', 'Wheat Gluten', ' Meat By-Products', ' Poultry', ' Soy Flour', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Tricalcium Phosphate', ' Added Color', ' Potassium Chloride', ' Taurine', ' Cream and Crab Flavor', ' Salt', ' Choline Chloride', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Xanthan Gum', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Purina Pro Plan Prime Plus Adult 7+ Turkey & Giblets Entree Classic Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Turkey', ' Water Sufficient For Processing', ' Liver', ' Meat By-Products', ' Chicory Root', ' Poultry Giblets', ' Soybean Oil', ' ESSENTIAL NUTRIENTS AND OTHER INGREDIENTS: Minerals (Salt', ' Potassium Chloride', ' Tricalcium Phosphate', ' Mono And Dicalcium Phosphate', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide)', ' Fish Oil', ' Artificial And Natural Flavors', ' Guar Gum', ' Taurine', ' Vitamins (Vitamin E', ' Vitamin C', ' Choline', ' Vitamin B-1', ' Vitamin B-3', ' Vitamin B-5', ' Vitamin A', ' Vitamin K', ' Vitamin B-6', ' Vitamin B-2', ' Vitamin B-12', ' Vitamin B-7', ' Folic Acid', ' Vitamin D-3)', ' Amino Acids (DL-Methionine)', ' Beta-Carotene. B474918.']"
Meow Mix Simple Servings with Real Chicken & Turkey in Gravy Cat Food Trays,Meow Mix,$9.48,1.3,24.0,0.3038461538461538,"['Chicken Broth', ' Chicken', ' Mackerel', ' Turkey', ' Carrots', ' Vegetable Oil', ' Peas', ' Modified Food Starch', ' Tricalcium Phosphate', ' Natural Flavor', ' Salt', ' Guar Gum', ' Potassium Chloride', ' Calcium Sulfate', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Manganese Sulfate', ' Copper Amino Acid Complex', ' Potassium Iodide', ' Sodium Selenite)', ' Choline Chloride', ' Vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin Supplement', ' Vitamin a Supplement', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Menadione Sodium Bisulfite Complex', ' Vitamin D3 Supplement', ' Folic Acid', ' Biotin', ' Vitamin B12 Supplement)', ' Parsley', ' Taurine', ' Carrageenan', ' Magnesium Sulfate', ' Rosemary Extract.']"
Purina ONE Turkey Recipe Pate Grain-Free Canned Cat Food,Purina ONE,$20.52,3.0,24.0,0.285,"['Turkey', ' Liver', ' Turkey Broth', ' Chicken', ' Pork Lungs', ' Fish', ' Natural Flavors', ' Guar Gum', ' Minerals (Potassium Chloride', ' Salt', ' Mono And Dicalcium Phosphate', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide)', ' Vitamins (Vitamin E', ' Choline', ' Vitamin B-1', ' Vitamin B-3', ' Vitamin B-5', ' Vitamin A', ' Vitamin K', ' Vitamin B-6', ' Vitamin B-2', ' Vitamin B-12', ' Vitamin B-7', ' Folic Acid', ' Vitamin D-3)', ' Taurine. D432318']"
Iams Perfect Portions Healthy Adult Tuna Recipe Pate Grain-Free Cat Food Trays,Iams,$22.32,2.6,24.0,0.35769230769230764,"['Chicken Broth', ' Chicken', ' Tuna', ' Chicken Liver', ' Dried Egg Product', ' Added Color', ' Guar Gum', ' Calcium Carbonate', ' Potassium Chloride', ' Sodium Tripolyphosphate', ' Fish Oil (Preserved with Mixed Tocopherols)', ' Magnesium Sulfate', ' Taurine', ' DL-Methionine', ' Choline Chloride', ' Salt', ' Thiamine Mononitrate (Vitamin B1)', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Manganese Sulfate', ' Potassium Iodide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Copper Sulfate', ' Vitamin D3 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Vitamin K).']"
Blue Buffalo Wilderness Rocky Mountain Recipe Flaked Red Meat Feast Adult Grain-Free Canned Cat Food,Blue Buffalo,$39.99,5.5,24.0,0.3029545454545455,"['Beef', ' Chicken Broth', ' Water', ' Turkey', ' Chicken Liver', ' Dried Egg', ' Potato Starch', ' Lamb', ' Bison', ' Venison', ' Natural Flavor', ' Calcium Carbonate', ' Sodium Phosphate', ' Guar Gum', ' Tricalcium Phosphate', ' Flaxseed (Source of Omega 3 and 6 Fatty Acids)', ' Salt', ' Potassium Chloride', ' Fish Oil (Source of Omega 3 and 6 Fatty Acids)', ' Carrageenan', ' Taurine', ' Choline Chloride', ' Iron Amino Acid Chelate', ' Zinc Amino Acid Chelate', ' Vitamin E Supplement', ' Thiamine Mononitrate (Vitamin B1)', ' Copper Amino Acid Chelate', ' Manganese Amino Acid Chelate', ' Sodium Selenite', ' Niacin Supplement (Vitamin B3)', ' Calcium Pantothenate (Vitamin B5)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin Supplement (Vitamin B2)', ' Vitamin A Supplement', ' Biotin (Vitamin B7)', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid (Vitamin B9).']"
Friskies Tasty Treasures with Chicken  Tuna & Cheese in Gravy Canned Cat Food,Friskies,$15.60,5.5,24.0,0.11818181818181818,"['Water', ' Chicken', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Vegetable Starch-Modified', ' Tuna', ' Soy Flour', ' Artificial And Natural Flavors', ' Cheese', ' Tricalcium Phosphate', ' Sodium Caseinate', ' MINERALS [Potassium Chloride', ' Zinc Sulfate', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Potassium Iodide]', ' Vegetable Oil', ' Salt', ' Corn Starch', ' Added Color', ' Dried Whey', ' Taurine', ' Choline Chloride', ' VITAMINS [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]', ' Sorbic Acid (A Preservative). D617118.']"
I and Love and You Whascally Wabbit Pate Grain-Free Canned Cat Food,I and Love and You,$31.99,3.0,24.0,0.4443055555555555,"['Rabbit', ' Beef Broth', ' Beef Liver', ' Cranberries', ' Spinach', ' Tricalcium Phosphate', ' Carrots', ' Natural Flavor', ' Sweet Potatoes', ' Guar Gum', ' Alfalfa Meal', ' Ground Flaxseed', ' Salt', ' Potassium Chloride', ' Taurine', ' Calcium Carbonate', ' Dl-Methionine', ' Choline Chloride', ' Cassia Gum', ' Xanthan Gum', ' Salmon Oil (Preserved With Mixed Tocopherols)', ' Iron Proteinate', ' Zinc Proteinate', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Copper Proteinate', ' Manganese Proteinate', ' Sodium Selenite', ' Niacin Supplement', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid.']"
Weruva Mideast Feast with Grilled Tilapia in Gravy Grain-Free Canned Cat Food,Weruva,$47.76,5.5,24.0,0.3618181818181818,"['Tuna', ' Water Sufficient For Processing', ' Tilapia', ' Potato Starch', ' Sunflower Seed Oil', ' Calcium Lactate', ' Xanthan Gum', ' Tricalcium Phosphate', ' Choline Chloride', ' Taurine', ' Vitamin E Supplement', ' Zinc Sulfate', ' Thiamine Mononitrate (Vitamin B1)', ' Nicotinic Acid (Vitamin B3)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Manganese Sulfate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Copper Sulfate', ' Ferrous Sulfate', ' Folic Acid', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K)', ' Biotin', ' Vitamin B12 Supplement.']"
Sheba Perfect Portions  Cuts in Gravy Roasted Chicken Entrée Cat Food Trays,Sheba,$4.80,2.6,6.0,0.30769230769230765,"['Chicken Broth', ' Chicken', ' Chicken Liver', ' Poultry By-Products', ' Meat By-Products', ' Tapioca Starch', ' Natural Flavor', ' Minerals (Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Iron Sulfate', ' Manganese Sulfate', ' Potassium Iodide', ' Copper Sulfate)', ' Sodium Tripolyphosphate', ' Added Color', ' Fish Oil (Preserved with Mixed Tocopherols)', ' Salt', ' Xanthan Gum', ' Vitamins (Choline Chloride', ' Thiamine Mononitrate [Vitamin B1]', ' Vitamin E Supplement', ' Pyridoxine Hydrochloride [Vitamin B6]', ' Vitamin D3 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex [Source of Vitamin K Activity])', ' Taurine', ' DL-Methionine']"
